OrderYear,OrderMonth,City,CustomerID,CustomerName,Discount,记录数,OrderDate,OrderID,PostalCode,ProductCategory,ProductName,ProductSubCategory,Profit,Region,Sales,ShipDate,ShipMode,ShippingCost,State,UnitPrice
2012,11,Los Angeles,604,Lindsay P Ashley,0.01,1,2012/11/13,40934,90045,Office Supplies,Newell 326,Pens & Art Supplies,-1.23,West,167.91,2012/11/14,Regular Air,0.7,California,1.76
2011,3,Los Angeles,1314,Keith Marsh,0.05,1,2011/3/21,32641,90058,Office Supplies,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-9.568,West,167.53,2011/3/22,Regular Air,5.6,California,8.85
2010,6,Los Angeles,699,Jenny Gold,0.07,1,2010/6/6,55392,90041,Office Supplies,SANFORD Liquid Accent? Tank-Style Highlighters,Pens & Art Supplies,3.21,West,158.8,2010/6/8,Regular Air,0.93,California,2.84
2011,1,Los Angeles,2670,Yvonne Mann,0.07,1,2011/1/19,54497,90049,Office Supplies,Letter Size Cart,Storage & Organization,-139.744,West,155.51,2011/1/22,Regular Air,19.99,California,142.86
2013,10,Los Angeles,2548,Wayne Bass,0.02,1,2013/10/24,53445,90068,Office Supplies,Acco? Hot Clips? Clips to Go,Rubber Bands,11.23,West,154.63,2013/10/26,Regular Air,1.35,California,3.29
2013,9,Los Angeles,604,Lindsay P Ashley,0.05,1,2013/9/30,55968,90045,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",Pens & Art Supplies,0.86,West,154.6,2013/10/2,Regular Air,1,California,1.82
2013,7,Los Angeles,3289,Emily Britt,0.06,1,2013/7/31,11808,90049,Furniture,"Iceberg OfficeWorks 42"" Round Tables",Tables,25.20675,West,148.34,2013/8/1,Delivery Truck,39.25,California,150.98
2012,3,Los Angeles,3289,Emily Britt,0.05,1,2012/3/4,23968,90049,Office Supplies,Xerox 226,Paper,-41.99,West,140.9,2012/3/7,Regular Air,5.84,California,6.48
2012,12,Los Angeles,2491,Sean N Boyer,0.09,1,2012/12/10,22848,90045,Technology,Logitech Access Keyboard,Computer Peripherals,-52.44,West,136.32,2012/12/12,Regular Air,6.5,California,15.98
2013,3,Los Angeles,604,Lindsay P Ashley,0.04,1,2013/3/4,37188,90045,Office Supplies,Xerox 198,Paper,-123.28,West,132.02,2013/3/5,Express Air,8.33,California,4.98
2011,7,Los Angeles,2548,Wayne Bass,0,1,2011/7/26,19205,90068,Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,2.36,West,128.87,2011/7/28,Regular Air,1.86,California,3.26
2010,1,Los Angeles,949,Ernest Oh,0.06,1,2010/1/2,9285,90049,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,-19.0992,West,124.81,2010/1/4,Regular Air,2.99,California,40.98
2012,8,Los Angeles,699,Jenny Gold,0.09,1,2012/8/6,36196,90041,Furniture,DAX Solid Wood Frames,Office Furnishings,17.31,West,124.06,2012/8/7,Regular Air,6.02,California,9.77
2013,12,Los Angeles,2670,Yvonne Mann,0.09,1,2013/12/12,49889,90049,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-22.32,West,123.88,2013/12/14,Express Air,2.03,California,2.98
2013,1,Los Angeles,3075,Gordon Brandt,0.06,1,2013/1/4,7107,90061,Office Supplies,"Snap-A-Way? Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,-33.968,West,113.14,2013/1/6,Regular Air,5.08,California,37.94
2013,5,Los Angeles,2670,Yvonne Mann,0.08,1,2013/5/25,12804,90049,Office Supplies,Assorted Color Push Pins,Rubber Bands,-4.17,West,109.21,2013/5/27,Regular Air,0.75,California,1.81
2013,3,Los Angeles,1751,Emma Harvey,0.1,1,2013/3/8,31523,90036,Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,-44.86,West,105.85,2013/3/10,Regular Air,2.74,California,6.48
2010,7,Los Angeles,604,Lindsay P Ashley,0.03,1,2010/7/24,34882,90045,Office Supplies,Staples? General Use 3-Ring Binders,Binders and Binder Accessories,-15.0995,West,102.32,2010/7/25,Regular Air,1.49,California,1.88
2011,6,Los Angeles,2548,Wayne Bass,0.09,1,2011/6/17,4610,90068,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,-17.01,West,100.32,2011/6/19,Regular Air,1.99,California,8.33
2013,4,Los Angeles,699,Jenny Gold,0.08,1,2013/4/22,57638,90041,Office Supplies,Kleencut? Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-85.58,West,100.08,2013/4/24,Regular Air,2.56,California,2.08
2012,7,Los Angeles,1481,Marvin MacDonald,0.07,1,2012/7/24,26851,90049,Technology,BASF Silver 74 Minute CD-R,Computer Peripherals,-58.87,West,98.74,2012/7/26,Regular Air,1.99,California,1.7
2011,12,Los Angeles,699,Jenny Gold,0.09,1,2011/12/15,59815,90041,Office Supplies,"""While you Were Out"" Message Book, One Form per Page",Paper,-1.06,West,95.75,2011/12/17,Regular Air,1.93,California,3.71
2013,5,Los Angeles,2670,Yvonne Mann,0,1,2013/5/25,12804,90049,Office Supplies,Avery 497,Labels,28.47,West,88.79,2013/5/28,Regular Air,0.5,California,3.08
2011,2,Los Angeles,3004,Maurice Everett,0.06,1,2011/2/15,32931,90049,Office Supplies,Avery 484,Labels,32.7,West,86.1,2011/2/22,Regular Air,0.5,California,2.88
2010,8,Los Angeles,3075,Gordon Brandt,0.06,1,2010/8/31,14756,90061,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,-25.38,West,84.6,2010/8/31,Regular Air,6.15,California,19.23
2010,6,Los Angeles,699,Jenny Gold,0.09,1,2010/6/30,36647,90041,Office Supplies,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",-21.91,West,83.16,2010/7/1,Regular Air,1.32,California,3.68
2013,9,Los Angeles,3289,Emily Britt,0,1,2013/9/9,11874,90049,Technology,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-82.13,West,80.58,2013/9/11,Regular Air,8.65,California,30.42
2012,1,Los Angeles,2491,Sean N Boyer,0.08,1,2012/1/30,21760,90045,Furniture,"Eldon? Expressions? Wood Desk Accessories, Oak",Office Furnishings,0.748,West,79.11,2012/1/31,Regular Air,5.21,California,7.38
2012,8,Los Angeles,699,Jenny Gold,0.07,1,2012/8/6,36196,90041,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-38.44,West,78.02,2012/8/8,Regular Air,4.32,California,4.98
2012,3,Los Angeles,2548,Wayne Bass,0.06,1,2012/3/4,27811,90068,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-39.6405,West,73.9,2012/3/5,Regular Air,13.18,California,15.99
2013,6,Los Angeles,3075,Gordon Brandt,0.05,1,2013/6/25,42823,90061,Office Supplies,Xerox 1980,Paper,-22.56,West,73.71,2013/6/27,Express Air,6.18,California,4.28
2012,12,Los Angeles,604,Lindsay P Ashley,0.06,1,2012/12/7,28581,90045,Office Supplies,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-41.561,West,72.8,2012/12/9,Regular Air,12.98,California,24.92
2013,9,Los Angeles,2548,Wayne Bass,0.05,1,2013/9/7,43713,90068,Office Supplies,12 Colored Short Pencils,Pens & Art Supplies,-17.69,West,71.69,2013/9/9,Regular Air,2.4,California,2.6
2012,1,Los Angeles,949,Ernest Oh,0.04,1,2012/1/4,58054,90049,Furniture,Eldon? Wave Desk Accessories,Office Furnishings,-147.376,West,68.48,2012/1/4,Regular Air,5.33,California,2.08
2011,2,Los Angeles,3075,Gordon Brandt,0.02,1,2011/2/26,38979,90061,Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,-16.63,West,65.61,2011/3/3,Regular Air,1.63,California,1.95
2012,2,Los Angeles,604,Lindsay P Ashley,0.09,1,2012/2/28,20068,90045,Office Supplies,Avery Durable Poly Binders,Binders and Binder Accessories,-46.1265,West,59.09,2012/2/29,Regular Air,6.98,California,5.53
2011,2,Los Angeles,1751,Emma Harvey,0.08,1,2011/2/9,44900,90036,Office Supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Paper,-12.03,West,47.03,2011/2/10,Regular Air,5.03,California,11.19
2013,10,Los Angeles,1314,Keith Marsh,0.07,1,2013/10/7,42722,90058,Furniture,"Eldon? Expressions? Wood Desk Accessories, Oak",Office Furnishings,15.97,West,39.8,2013/10/9,Regular Air,5.21,California,7.38
2010,4,Los Angeles,2491,Sean N Boyer,0.06,1,2010/4/26,11712,90045,Office Supplies,Newell 336,Pens & Art Supplies,0.37,West,38.96,2010/4/28,Regular Air,0.94,California,4.28
2013,3,Los Angeles,2431,Troy Cassidy,0.03,1,2013/3/15,52995,90004,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-35.512,West,33.39,2013/3/15,Regular Air,6.27,California,3.36
2010,4,Los Angeles,699,Jenny Gold,0.03,1,2010/4/23,44517,90041,Office Supplies,Xerox 1954,Paper,-16.67,West,32.5,2010/4/24,Regular Air,5.61,California,5.28
2012,11,Los Angeles,3075,Gordon Brandt,0.02,1,2012/11/19,37252,90061,Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-31.2,West,31.86,2012/11/23,Regular Air,2.38,California,8.32
2013,3,Los Angeles,949,Ernest Oh,0.03,1,2013/3/22,8257,90049,Office Supplies,Newell 320,Pens & Art Supplies,-6.2,West,22.77,2013/3/29,Regular Air,1.6,California,4.28
2013,4,Los Angeles,2548,Wayne Bass,0.03,1,2013/4/21,40997,90068,Office Supplies,Pizazz? Global Quick File?,Storage & Organization,-8.4,West,22.61,2013/4/23,Regular Air,7.51,California,14.97
2012,2,Los Angeles,3004,Maurice Everett,0.1,1,2012/2/28,40612,90049,Office Supplies,Newell 327,Pens & Art Supplies,-6.84,West,21.33,2012/2/29,Regular Air,1.12,California,2.21
2012,1,Los Angeles,3289,Emily Britt,0.09,1,2012/1/24,386,90049,Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,-2.544,West,15.69,2012/1/26,Regular Air,0.7,California,3.85
2012,1,Los Angeles,3289,Emily Britt,0.02,1,2012/1/24,386,90049,Office Supplies,Avery 501,Labels,-0.048,West,14.96,2012/1/26,Regular Air,0.5,California,3.69
2013,3,Los Angeles,604,Lindsay P Ashley,0.1,1,2013/3/18,26660,90045,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,-4.22,West,10.23,2013/3/18,Regular Air,2.01,California,8.95
2010,3,Madison,1185,Lee Xu,0,1,2010/3/21,85938,35756,Technology,Polycom ViewStation? ISDN Videoconferencing Unit,Office Machines,4.11,South,20552.55,2010/3/22,Regular Air,24.49,Alabama,6783.02
2011,9,Madison,2555,Karl Knowles,0.02,1,2011/9/28,86530,53711,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,5864.1375,Central,8498.75,2011/10/2,Regular Air,19.99,Wisconsin,420.98
2013,3,Madison,1185,Lee Xu,0.08,1,2013/3/21,85943,35756,Technology,TimeportP7382,Telephones and Communication,775.464,South,1659.17,2013/3/21,Regular Air,8.99,Alabama,205.99
2013,7,Madison,1853,Katie Mayo,0.07,1,2013/7/13,86858,06443,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,535.6194,East,776.26,2013/7/14,Regular Air,6.79,Connecticut,55.48
2013,11,Madison,1185,Lee Xu,0.06,1,2013/11/26,85946,35756,Office Supplies,Fellowes Bankers Box? Stor/Drawer? Steel Plus?,Storage & Organization,-216.23,South,426.74,2013/11/27,Regular Air,6.72,Alabama,31.98
2011,9,Madison,2555,Karl Knowles,0.04,1,2011/9/28,86530,53711,Office Supplies,Rogers? Profile Extra Capacity Storage Tub,Storage & Organization,-236.12,Central,360.31,2011/10/2,Regular Air,7.04,Wisconsin,16.74
2010,8,Madison,2555,Karl Knowles,0,1,2010/8/2,86529,53711,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,180.2349,Central,261.21,2010/8/3,Regular Air,1.49,Wisconsin,12.97
2013,9,Madison,1185,Lee Xu,0.08,1,2013/9/21,85945,35756,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,868.995,South,168.15,2013/9/25,Regular Air,8.99,Alabama,21.38
2012,11,Madison,2555,Karl Knowles,0.1,1,2012/11/10,86532,53711,Office Supplies,Array? Memo Cubes,Paper,31.042,Central,102.56,2012/11/12,Regular Air,2.04,Wisconsin,5.18
2010,4,Madison,1185,Lee Xu,0.08,1,2010/4/10,85940,35756,Office Supplies,Harmony HEPA Quiet Air Purifiers,Appliances,28.566,South,87.8,2010/4/13,Regular Air,6.96,Alabama,11.7
2012,8,Madison,1185,Lee Xu,0.1,1,2012/8/17,85942,35756,Office Supplies,Heavy-Duty E-Z-D? Binders,Binders and Binder Accessories,-24.024,South,57.87,2012/8/18,Express Air,2.99,Alabama,10.91
2012,6,Madison,2555,Karl Knowles,0.07,1,2012/6/1,86531,53711,Office Supplies,Xerox 188,Paper,0.768,Central,56.06,2012/6/1,Regular Air,5.01,Wisconsin,11.34
2010,8,Madison,2555,Karl Knowles,0.06,1,2010/8/2,86529,53711,Office Supplies,Avery 508,Labels,29.5251,Central,42.79,2010/8/2,Regular Air,0.5,Wisconsin,4.91
2012,7,Madison,1335,Ron Patrick,0,1,2012/7/15,89755,07940,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,-9.29,East,31.74,2012/7/22,Express Air,4.5,New Jersey,8.62
2010,1,Madison,2555,Karl Knowles,0.1,1,2010/1/9,86527,53711,Office Supplies,12 Colored Short Pencils,Pens & Art Supplies,-88.04,Central,30.1,2010/1/14,Regular Air,2.4,Wisconsin,2.6
2013,1,Madison,2691,Frances Berman,0.09,1,2013/1/16,90626,07940,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,-8.4444,East,14.53,2013/1/18,Express Air,2.2,New Jersey,3.6
2011,10,Mechanicsville,2062,Alfred Singh,0.05,1,2011/10/20,87153,23111,Technology,Okidata ML591 Wide Format Dot Matrix Printer,Office Machines,2127.5364,South,11571.81,2011/10/22,Delivery Truck,16.06,Virginia,810.98
2010,12,Mechanicsville,2062,Alfred Singh,0.04,1,2010/12/26,87148,23111,Furniture,Hon 4070 Series Pagoda? Armless Upholstered Stacking Chairs,Chairs & Chairmats,-115.9039,South,6676.61,2010/12/30,Delivery Truck,48.8,Virginia,291.73
2010,1,Mechanicsville,2062,Alfred Singh,0.02,1,2010/1/29,87146,23111,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,-162.694,South,4249.37,2010/2/1,Regular Air,19.99,Virginia,420.98
2012,11,Mechanicsville,2062,Alfred Singh,0.08,1,2012/11/26,87157,23111,Office Supplies,Euro Pro Shark Stick Mini Vacuum,Appliances,629.412,South,1337.41,2012/11/26,Regular Air,49,Virginia,60.98
2013,7,Mechanicsville,2062,Alfred Singh,0,1,2013/7/2,87158,23111,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,131.4219,South,1126.49,2013/7/3,Regular Air,37.58,Virginia,70.71
2013,7,Mechanicsville,2062,Alfred Singh,0.07,1,2013/7/2,87158,23111,Technology,V 3600 Series,Telephones and Communication,123.078,South,320.62,2013/7/4,Express Air,8.99,Virginia,65.99
2012,5,Mechanicsville,2062,Alfred Singh,0.09,1,2012/5/2,87154,23111,Office Supplies,Portable Personal File Box,Storage & Organization,-5136.6714,South,58.52,2012/5/7,Regular Air,4.81,Virginia,12.21
2012,5,Mechanicsville,2062,Alfred Singh,0.05,1,2012/5/2,87154,23111,Office Supplies,Staples Standard Envelopes,Envelopes,-147.21,South,16.71,2012/5/6,Regular Air,1.39,Virginia,5.68
2012,9,Miami,349,Kim Weiss,0.09,1,2012/9/9,37414,33132,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,-1770.965977,South,40136.93,2012/9/11,Delivery Truck,64.59,Florida,550.98
2012,12,Miami,1822,Caroline Morton,0.08,1,2012/12/11,40870,33178,Technology,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,3238.2909,South,25717.76,2012/12/11,Regular Air,7.18,Florida,300.97
2011,1,Miami,1822,Caroline Morton,0.09,1,2011/1/10,23782,33178,Furniture,Global Troy? Executive Leather Low-Back Tilter,Chairs & Chairmats,3594.8381,South,21390.44,2011/1/10,Delivery Truck,26,Florida,500.98
2011,12,Miami,1959,Bonnie Matthews Rowland,0.1,1,2011/12/25,5346,33916,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-2341.55943,South,16959.3,2011/12/27,Delivery Truck,69.64,Florida,218.75
2013,10,Miami,342,Jacqueline Noble,0.01,1,2013/10/28,38912,33181,Technology,Adesso Programmable 142-Key Keyboard,Computer Peripherals,407.963,South,14642.66,2013/10/30,Regular Air,4,Florida,152.48
2012,11,Miami,349,Kim Weiss,0.07,1,2012/11/17,15264,33132,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,-542.926615,South,11938.4,2012/11/19,Regular Air,19.99,Florida,1270.99
2010,7,Miami,806,Judy Singer,0.06,1,2010/7/9,40547,33132,Technology,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Telephones and Communication,1220.03784,South,8332.91,2010/7/11,Express Air,13.99,Florida,179.99
2010,7,Miami,349,Kim Weiss,0.04,1,2010/7/2,11527,33132,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,1916.6757,South,5555.6,2010/7/4,Regular Air,8.99,Florida,99.23
2011,12,Miami,1959,Bonnie Matthews Rowland,0.07,1,2011/12/25,5346,33916,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-1926.9439,South,5434.66,2011/12/26,Regular Air,56.2,Florida,90.98
2013,2,Miami,342,Jacqueline Noble,0.04,1,2013/2/15,32292,33181,Technology,2160,Telephones and Communication,1073.0988,South,5008.76,2013/2/22,Regular Air,5.99,Florida,115.99
2013,9,Miami,1959,Bonnie Matthews Rowland,0.05,1,2013/9/24,13984,33916,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,-1157.9113,South,4310.92,2013/9/24,Regular Air,37.58,Florida,70.71
2011,12,Miami,1959,Bonnie Matthews Rowland,0.08,1,2011/12/25,5346,33916,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-606.214,South,4166.98,2011/12/27,Delivery Truck,36.09,Florida,140.98
2013,8,Miami,1822,Caroline Morton,0,1,2013/8/2,52039,33178,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,563.1082,South,4012.76,2013/8/4,Regular Air,1.99,Florida,40.98
2010,10,Miami,1959,Bonnie Matthews Rowland,0.02,1,2010/10/18,26342,33916,Office Supplies,Xerox 1937,Paper,624.239,South,3598.82,2010/10/23,Regular Air,5.79,Florida,48.04
2013,10,Miami,342,Jacqueline Noble,0.02,1,2013/10/28,38912,33181,Technology,T193,Telephones and Communication,207.82395,South,3204.73,2013/11/4,Regular Air,4.99,Florida,65.99
2012,4,Miami,1959,Bonnie Matthews Rowland,0.02,1,2012/4/8,23940,33916,Furniture,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,-673.5519,South,1893.37,2012/4/11,Delivery Truck,60.2,Florida,150.89
2012,3,Miami,806,Judy Singer,0,1,2012/3/16,18789,33132,Office Supplies,Xerox 1951,Paper,279.8054,South,1745.16,2012/3/18,Regular Air,9.18,Florida,30.98
2011,3,Miami,1291,Maria Jackson,0,1,2011/3/15,27077,33180,Technology,Canon MP100DHII Printing Calculator,Office Machines,215.2375,South,1612.93,2011/3/17,Regular Air,13.99,Florida,140.99
2013,10,Miami,1959,Bonnie Matthews Rowland,0.01,1,2013/10/16,56740,33916,Furniture,Flat Face Poster Frame,Office Furnishings,171.9019,South,1384.62,2013/10/23,Regular Air,3.62,Florida,18.84
2012,2,Miami,1822,Caroline Morton,0.04,1,2012/2/3,21057,33178,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,169.9187,South,1221.92,2012/2/10,Regular Air,1.99,Florida,39.48
2012,3,Miami,1291,Maria Jackson,0.08,1,2012/3/17,5444,33180,Technology,Canon PC940 Copier,Copiers and Fax,-2692.02507,South,885.94,2012/3/19,Regular Air,24.49,Florida,449.99
2010,1,Miami,2443,Danny Richmond,0.05,1,2010/1/18,89299,33142,Office Supplies,Avery Arch Ring Binders,Binders and Binder Accessories,1633.986,South,739.06,2010/1/18,Regular Air,1.49,Florida,58.1
2012,8,Miami,2443,Danny Richmond,0.04,1,2012/8/16,89309,33142,Technology,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,256.002,South,728.89,2012/8/17,Regular Air,19.99,Florida,49.99
2013,7,Miami,342,Jacqueline Noble,0.03,1,2013/7/31,33959,33181,Furniture,Anderson Hickey Conga Table Tops & Accessories,Tables,7.8061365,South,511.35,2013/8/1,Delivery Truck,27.75,Florida,15.23
2010,10,Miami,1959,Bonnie Matthews Rowland,0.02,1,2010/10/18,26342,33916,Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,-171.1577,South,475.42,2010/10/27,Regular Air,11.59,Florida,9.99
2013,7,Miami,1291,Maria Jackson,0.09,1,2013/7/9,25569,33180,Office Supplies,Xerox 1881,Paper,-18.6599,South,438,2013/7/11,Regular Air,6.47,Florida,12.28
2012,10,Miami,1959,Bonnie Matthews Rowland,0.01,1,2012/10/9,39332,33916,Furniture,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,-45.7919,South,397.44,2012/10/10,Express Air,14.45,Florida,40.97
2012,12,Miami,349,Kim Weiss,0.02,1,2012/12/10,47265,33132,Office Supplies,Xerox 1983,Paper,-80.9039,South,374.26,2012/12/11,Regular Air,5.46,Florida,5.98
2013,5,Miami,1959,Bonnie Matthews Rowland,0.1,1,2013/5/4,10470,33916,Furniture,"Eldon? Expressions? Wood Desk Accessories, Oak",Office Furnishings,-126.0574,South,324.6,2013/5/9,Regular Air,5.21,Florida,7.38
2012,11,Miami,349,Kim Weiss,0.07,1,2012/11/17,15264,33132,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,22.1435,South,305.12,2012/11/17,Regular Air,0.49,Florida,7.31
2012,12,Miami,1822,Caroline Morton,0,1,2012/12/11,40870,33178,Furniture,"Eldon? 300 Class? Desk Accessories, Black",Office Furnishings,-85.1865,South,293.38,2012/12/13,Regular Air,5.32,Florida,4.95
2012,4,Miami,349,Kim Weiss,0.05,1,2012/4/5,40643,33132,Office Supplies,"Peel & Seel? Recycled Catalog Envelopes, Brown",Envelopes,7.236,South,292.49,2012/4/7,Regular Air,5.72,Florida,11.58
2013,7,Miami,1959,Bonnie Matthews Rowland,0.03,1,2013/7/11,29985,33916,Furniture,Staples Plastic Wall Frames,Office Furnishings,0.0871,South,277.24,2013/7/12,Express Air,4.95,Florida,7.96
2010,6,Miami,349,Kim Weiss,0,1,2010/6/9,17446,33132,Office Supplies,Acme? Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",5.8625,South,212.89,2010/6/11,Express Air,2.64,Florida,8.34
2012,9,Miami,1959,Bonnie Matthews Rowland,0.07,1,2012/9/11,44451,33916,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,-25.6158,South,207.8,2012/9/13,Express Air,7.58,Florida,22.98
2010,1,Miami,1959,Bonnie Matthews Rowland,0,1,2010/1/22,28225,33916,Furniture,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,-66.2473,South,206.04,2010/1/22,Regular Air,14.39,Florida,20.28
2012,4,Miami,1959,Bonnie Matthews Rowland,0.08,1,2012/4/5,37988,33916,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Storage & Organization,-75.4243,South,204.96,2012/4/5,Regular Air,8.34,Florida,16.06
2013,3,Miami,342,Jacqueline Noble,0.03,1,2013/3/8,51620,33181,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,-3.3915,South,173.97,2013/3/9,Regular Air,4.51,Florida,13.48
2011,1,Miami,1822,Caroline Morton,0.09,1,2011/1/10,23782,33178,Office Supplies,Tennsco Commercial Shelving,Storage & Organization,-259.1505,South,169.75,2011/1/15,Regular Air,35,Florida,20.34
2012,4,Miami,1959,Bonnie Matthews Rowland,0.03,1,2012/4/8,23940,33916,Office Supplies,Hoover Portapower? Portable Vacuum,Appliances,-1190.6692,South,152.37,2012/4/9,Regular Air,49,Florida,4.48
2012,4,Miami,349,Kim Weiss,0.01,1,2012/4/13,4769,33132,Office Supplies,Avery 49,Labels,32.5821,South,131.72,2012/4/14,Regular Air,0.5,Florida,2.88
2011,8,Miami,2443,Danny Richmond,0.1,1,2011/8/9,89306,33142,Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,-67.3946,South,86.93,2011/8/10,Regular Air,2.74,Florida,6.48
2010,11,Miami,342,Jacqueline Noble,0.01,1,2010/11/4,3332,33181,Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,-4.6683,South,73.97,2010/11/6,Regular Air,1.86,Florida,3.26
2011,7,Miami,1959,Bonnie Matthews Rowland,0.03,1,2011/7/21,41569,33916,Furniture,3M Hangers With Command Adhesive,Office Furnishings,3.5175,South,72.15,2011/7/23,Regular Air,1.61,Florida,3.7
2012,9,Miami,2443,Danny Richmond,0.07,1,2012/9/27,89310,33142,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-30.422,South,45.4,2012/9/30,Regular Air,7.17,Florida,14.45
2012,2,Miami,2443,Danny Richmond,0.03,1,2012/2/6,89308,33142,Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,-41.5702,South,43.46,2012/2/8,Regular Air,13.89,Florida,36.55
2010,10,Miami,1959,Bonnie Matthews Rowland,0.04,1,2010/10/18,26342,33916,Office Supplies,Xerox 1986,Paper,-14.3241,South,41.22,2010/10/25,Regular Air,4.91,Florida,6.68
2010,12,Miami,2443,Danny Richmond,0.06,1,2010/12/1,89301,33142,Office Supplies,"Binney & Smith inkTank? Erasable Pocket Highlighter, Chisel Tip, Yellow",Pens & Art Supplies,-2002.6314,South,30.47,2010/12/3,Regular Air,5.2,Florida,2.28
2012,2,Miami,2443,Danny Richmond,0.02,1,2012/2/6,89308,33142,Office Supplies,Avery White Multi-Purpose Labels,Labels,138.384,South,25.38,2012/2/9,Regular Air,0.49,Florida,4.98
2013,2,Miami,342,Jacqueline Noble,0.07,1,2013/2/15,32292,33181,Office Supplies,Newell 309,Pens & Art Supplies,-8.9509,South,13.53,2013/2/17,Regular Air,2.36,Florida,11.55
2011,11,New York City,2571,Rosemary O'Brien,0.06,1,2011/11/22,27047,10165,Technology,Canon PC1080F Personal Copier,Copiers and Fax,3128.69,East,48418.58,2011/11/23,Regular Air,24.49,New York,599.99
